id,project_id,type,value,effort,risk,stakeholder_priority,priority_score,rank,cleaned_requirement_text,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50,w2v_51,w2v_52,w2v_53,w2v_54,w2v_55,w2v_56,w2v_57,w2v_58,w2v_59,w2v_60,w2v_61,w2v_62,w2v_63,w2v_64,w2v_65,w2v_66,w2v_67,w2v_68,w2v_69,w2v_70,w2v_71,w2v_72,w2v_73,w2v_74,w2v_75,w2v_76,w2v_77,w2v_78,w2v_79,w2v_80,w2v_81,w2v_82,w2v_83,w2v_84,w2v_85,w2v_86,w2v_87,w2v_88,w2v_89,w2v_90,w2v_91,w2v_92,w2v_93,w2v_94,w2v_95,w2v_96,w2v_97,w2v_98,w2v_99
REQ-179,P2,FR,1.7376330353517229,1.3470876360531476,-0.5500237755422986,1.7317842791177456,2.3,6,display alert establish guideline,-0.0037450418,0.0019159797,-0.0036691423,-0.003196613,0.0017787084,-0.00028706016,0.0023124823,0.00867583,-0.006363212,-0.00074126164,-0.0037652263,0.00041265326,0.003904128,0.004906269,0.005421741,-0.0073032593,-0.0012578892,-0.00022241351,-0.0054698964,-0.0046292255,0.0028441637,-0.0011738362,-0.001612361,-0.008191057,-0.0016122102,-0.003924311,0.00089547323,-0.0063711237,-0.0021034186,-0.0014310803,0.0022466886,-0.00270327,-0.0027945288,0.0005659164,0.0005047368,0.0027041188,-0.0051969644,-0.0029595708,-0.005904033,-0.005397363,-0.0019686643,-0.0025926817,-0.000366966,-0.00011869261,0.005692553,0.003410187,-0.0017763496,1.4030316e-05,-0.0041981423,0.00047842326,0.0005531539,-0.004687215,-0.0029947697,-0.0029897261,-0.004200658,0.00018918142,-0.004528216,-0.0004617531,-0.008029719,0.0004170793,0.004067531,-0.0018073507,0.0040270514,-0.0042584757,0.0027107005,0.005491153,0.001660246,0.0041871895,-0.0029479878,0.004250722,0.002971969,6.2454375e-05,0.0007241747,-0.0011955451,-0.0007504276,0.0051936363,0.0047320845,0.0018098467,0.0003576464,0.002796389,0.0021643543,-0.0014019494,-0.006223929,0.0005859035,-0.00122375,-0.004592534,0.004058307,0.0022678722,-9.357231e-05,0.0027407287,0.004051624,0.0020671242,0.0013204371,-0.0028864667,0.0068701296,0.004663441,0.0011000689,-0.005069335,0.0030910033,-0.0023742192
REQ-180,P2,FR,1.7376330353517229,-1.0153926904923225,1.9812944354150057,-0.8400996077422255,1.3,118,establish criteria disease management wellness preventive service clinical problem diagnosis current medication,-0.004779085,0.0030161599,0.002227151,0.0010380782,0.0033770858,-0.0069442918,0.0006934369,0.007161528,-0.0033467496,-0.004020613,9.8173005e-05,-0.00576853,0.0017883744,0.0027673135,0.0013294406,-0.0031684719,0.0024201588,-0.00409281,-0.002219572,-0.0035252012,-8.638692e-05,0.0004157777,0.0012884425,-0.0028357513,0.00016085028,0.0011565007,-0.0036644891,-0.00075574016,-0.005608361,-0.00035669396,0.0044414895,-0.00038295644,0.00068165455,-0.002609696,-0.003425835,0.0055626277,-0.00094137836,-0.0059392652,-0.0026966913,-0.01016136,-0.0022391966,-0.00405624,0.0025241529,0.00037828015,0.0020855917,-0.001314566,-0.0049395547,-0.00018154213,0.0038865765,0.002060265,-0.0008449163,-0.0015724137,0.00035659876,0.00039441083,-0.0054549747,0.001220039,-0.00073846785,0.0003225125,-0.0041535147,-0.00016197567,0.0025147672,0.0038153687,-0.0006508673,0.0014962194,-0.0032251626,0.0011494558,0.0017517166,0.004653701,-0.0051226704,0.0031338679,0.0019294197,0.0024965254,0.0039469916,-0.00029090248,0.0046717008,0.002080331,3.8909882e-05,0.0014533885,-0.0042323726,0.0016879818,-3.4716486e-05,0.0013795086,-0.0010943891,0.0055405307,-0.0044019846,0.00086964044,0.004273512,0.004896081,0.00039381316,-0.0010259353,0.0053018965,0.0007829587,0.0013846572,-7.6203046e-06,0.0035624139,0.003405037,0.0013582568,-0.0054444266,0.0013609253,0.0008126968
REQ-181,P2,FR,-0.8484391579862354,2.528327799325883,0.29374896144346946,1.7317842791177456,1.6,74,update disease management guideline associate reference material,-0.0029667818,-0.003906002,-0.0030513902,-0.0050572413,0.0027106304,-0.0037361847,0.0014667002,0.0059355353,-0.0037882272,-0.0018916716,-0.0015330141,-0.002510743,-0.0002708819,0.0011305212,0.0028206552,-0.00029009845,-0.00057060504,-0.004764556,-0.0047403523,-0.007307931,-0.0027718027,0.0011426499,0.0033163938,-0.0055210097,0.002635761,0.001483871,-0.0037017353,-0.00037658185,-0.0054838955,-0.00010828022,0.0040018135,0.0011111244,0.0031143914,-0.0009746604,-0.00022714345,0.004335403,-0.0024394523,-0.009042993,-0.0052077314,-0.0051222034,-0.0005270111,-0.0044359793,0.0013605942,-0.001633907,0.0074817413,-0.0033113405,-0.0013689649,-0.0013346991,-0.0022127528,0.002149502,0.0008424853,-0.0043583973,-0.0007254179,0.0030766127,-0.005452287,-0.00019595327,0.002294051,0.0038784838,-0.0029511093,0.002537932,0.001546558,0.00038136682,-0.00016841452,2.1859338e-05,-0.0059953285,0.0027060716,-0.00087159924,9.4708324e-05,-0.0040289676,0.003555936,-0.0017667558,0.00061907276,0.0010452141,-0.0044290116,0.005095859,-0.0007983623,-0.00021021228,0.0014080547,-0.0034396187,0.0016124694,0.0027951135,-0.0020417103,-0.004530403,0.006138078,-0.002211575,0.004801937,0.004906299,0.0040586544,0.0027502743,0.001156791,0.003187834,0.0030686702,-0.00010826612,-0.00084236386,0.007002088,0.0045946734,0.0032194294,-0.005783539,0.0010512247,-0.00012653215
REQ-182,P2,FR,1.7376330353517229,2.528327799325883,0.29374896144346946,1.7317842791177456,2.4,2,update preventive service wellness guideline associate reference material,-0.0029639392,-0.0007198739,-0.0032511847,-0.004193802,0.0035034358,-0.00089716166,-0.0031118998,0.005161977,-0.003758162,-0.0007382657,-0.0007939045,-0.0041581816,0.0028392363,0.0012470688,0.003551249,-0.003807198,0.0019815685,-0.0067200246,-0.004620384,-0.0042096246,0.00095633883,0.0008679264,0.0016732328,-0.002674476,0.0010620172,0.0020089513,-0.0011496524,-0.0001262667,-0.003926705,0.00030297262,0.0052192174,-0.00024176415,-0.00083269627,-0.002704285,0.0007235668,0.0035605635,-0.004011722,-0.008793439,-0.000965479,-0.0070810635,-0.0012827208,-0.0052716993,0.0007880164,-0.000856919,0.003178375,-0.0031643678,-0.001849241,0.0013385699,-0.0009288964,-0.00025407044,0.0015241776,-0.0039016395,-0.0013092102,0.0025864101,-0.0073036943,0.00024073565,0.0015570021,0.002472784,-0.0031064525,0.001590058,0.0024590644,0.0018046878,-0.0035388204,0.0006413789,-0.0031846515,0.002105966,-0.00020747955,0.0040752986,-0.0037780337,0.0030599907,-0.0001089662,0.000792908,0.0023458148,-0.0057736863,0.0043383455,-8.358291e-05,0.002186486,0.0018729217,-0.00020354567,0.0019676876,0.0013091648,-0.002516728,-0.002122336,0.006159632,-0.0023969242,0.0025036247,0.003837437,0.003361791,0.0043092193,0.0018700671,0.0041039586,0.0007013398,0.00016541884,-0.00044898782,0.0025999595,0.0049845735,0.0036344617,-0.0060047433,0.0017988451,0.0006777339
REQ-183,P2,FR,-0.8484391579862354,1.3470876360531476,1.9812944354150057,1.7317842791177456,0.9,198,override guideline,-0.0042754803,-0.0016659887,-0.0036210523,-0.003988979,0.0034622408,0.0035469513,0.0059764176,0.0032933254,-0.0070160995,0.0057149315,-0.0056960573,0.0041386867,0.0015183599,0.004468777,0.006079842,-0.00791275,0.0005284605,0.002310271,-0.0028831,-0.0026464134,-0.002191593,0.0051749554,-0.0025047709,-0.0029821354,-0.0032798029,-0.0013146787,0.0058361692,-0.009861663,-0.0062131453,-0.0060145967,-0.00022966135,-0.003158147,0.0040237205,0.0072905906,0.0037519992,0.004643772,-0.0038910236,-0.008026345,-0.003845397,0.00096440176,0.0067176623,-0.003184089,-8.0395024e-05,0.0020377466,0.009514552,-0.0007296412,-0.0019515736,-0.0027927388,-0.006858244,-0.004948359,-0.0051480834,0.00087206205,-0.0012620757,-0.00024983694,-0.009053166,0.0024513938,-0.00078442553,0.0014963229,-0.009993251,0.0039777667,0.0020861553,0.0046991636,-0.0007093727,-0.0034869467,-0.0023923193,-0.004736463,-0.001682647,-0.0049794633,0.0044000815,0.00024201209,-0.0033086939,-0.008248595,0.0015537959,-0.004153459,0.007339459,0.0009509452,0.0027951659,0.0033713565,-0.0028672372,0.0055136583,-0.0006882753,0.0006790615,-0.0037298105,0.003540292,0.003031135,-0.005408816,0.003229035,-0.0026715286,0.0008653586,-0.005306702,0.0044017127,0.0026908848,0.00072900904,0.0042981487,0.006424375,-9.8197255e-05,0.0071722995,-0.0016678264,0.004487955,-0.0020061343
REQ-184,P2,FR,1.7376330353517229,-1.0153926904923225,-0.5500237755422986,-0.8400996077422255,1.9,39,document reason disease management preventive service wellness prompt override,-0.003477722,0.0038297002,0.003242443,0.0006909163,0.0020236885,-0.0028371844,0.0012269755,0.0037628422,-0.006029921,-8.91672e-05,-0.0009234444,-0.0045240405,0.001655094,-0.00071198866,0.00079400913,-0.0048564067,0.0017358155,-0.003450977,-0.0041988827,-0.0026190248,-0.00048423646,0.0040337467,0.003295812,-0.0024563472,0.001677955,0.0024536157,-0.0026138322,-0.004575876,-0.0068546007,0.0006556328,0.0043556574,-0.0012003506,0.0030303998,-0.0008611377,-0.0052464735,0.0036157991,-0.0020219965,-0.008387909,-0.0010821526,-0.009798896,-0.0010058477,-0.0029426236,0.0022264207,0.0023009758,0.0031154396,-0.0017150808,-0.0022640824,-0.0024732952,-0.00035571866,0.0010821501,-0.001895891,-0.0006150187,0.0017933457,-0.00034733603,-0.007331633,-0.001487927,0.0002795225,0.0021587526,-0.004751655,-0.001845698,-0.00020850424,0.0034046646,-0.0004329547,0.0011670459,-0.0045474092,0.00013628954,0.00088219903,0.0012630739,-0.0056056883,0.0022409083,-0.0019157167,0.0018276293,0.004305198,-0.0018601264,0.003919089,0.0013792751,0.00056522404,-0.0002675802,-0.0043900986,0.0034833413,-0.0003168561,-0.0011944822,-0.00069754745,0.007121334,-0.003398981,0.00069193693,0.0031015454,0.0011196495,0.0021286895,0.00027356483,0.0038297,0.00050730736,0.0002451295,-0.0013716577,0.0046984856,0.0038983077,0.0027102667,-0.0018390665,0.0014298265,0.0009422146
REQ-185,P2,FR,1.7376330353517229,1.3470876360531476,0.29374896144346946,1.7317842791177456,2.1,14,modify rule parameter upon guideline alert,-0.000490045,0.0009722773,-0.002866496,-0.0019455851,0.00019591495,-0.0028851943,-0.002189311,0.0037859736,-0.0013421887,-0.0018605664,-0.0005275241,7.940999e-06,-0.0010749362,0.0003833292,0.0005079413,-0.00457695,-0.0023023738,-0.0038186684,-0.004908151,0.0020794033,0.00087161735,0.0025736485,0.0057835914,-0.0029961218,0.00041908733,-0.0005011387,-0.0034161378,-0.007216284,-0.00020129055,-0.0022223757,0.0013114791,0.0009213157,0.0028780175,0.0009565235,-0.00089279027,3.926436e-05,-0.0042449203,-0.002920586,-0.0047346544,-0.0013764203,-0.003471354,-0.002962416,-0.0024405897,0.0011449965,0.0017373305,-0.00034288107,0.0007227147,-0.0037438637,-0.005069851,-0.0011561067,2.9451214e-05,-0.00095631304,-0.00026011618,0.0010052972,-0.00066650304,0.0021997264,-0.002331529,-0.00061522546,-0.00468506,7.261794e-07,0.0037967116,-0.000102771235,-0.0020532722,-0.0019153137,0.00037380517,0.0009361014,0.00024318225,0.0017413561,-0.0021616665,0.007192194,-0.0015257136,-0.0009739857,-0.00010929734,-0.0012577443,0.00083045586,0.003392485,0.0018112849,0.0023149427,-0.0012999406,0.0020629505,-0.0005810642,-0.0034699973,-0.005433789,-5.583632e-05,-0.0007265086,-0.004187688,0.0030429668,0.002499988,0.00090008246,-0.00041925334,0.005073343,0.0024221058,-0.0038271446,-0.0007840139,0.002560835,0.0039043457,-0.0013043828,-0.002466575,-0.0041458807,-0.0028256748
REQ-186,P2,FR,1.7376330353517229,-1.0153926904923225,-1.3937965125280667,-0.8400996077422255,2.1,14,document preventive disease management service perform activity document record e g vitals sign take,-0.0062717036,0.004795803,0.0015376655,0.0014283841,0.000765031,-0.0047884104,0.0012636587,0.006081863,-0.0045937686,0.00053441024,0.0005458827,-0.0043772147,-0.0012795994,0.0020544892,0.0033949118,-0.0029696668,0.0005999087,-0.0030448046,-0.0023438162,-0.0063552693,0.001829017,0.0032094365,0.0018062714,-0.0019019495,0.00014423377,0.0013558716,-0.002894269,-0.00794846,-0.00772562,0.0022956592,0.005056831,-0.0021055986,0.0032765882,-0.0009118052,-0.0011517362,0.006621797,-0.0014165855,-0.0042310073,-0.004414847,-0.009242935,-7.9904064e-05,-0.0040248954,-0.00029870236,0.0026574738,0.004103728,-0.0045047696,-0.0046589295,-0.0021696591,0.0009513371,0.0011778254,0.0011554592,-0.0022950466,0.00029021414,0.00068910915,-0.004266177,0.0015658442,0.0005499835,0.00051316456,-0.0037659407,-0.0034153312,0.0020024157,0.0023258782,0.0007586269,0.00026248724,-0.004622749,0.0025310074,0.0020712689,0.0053767315,-0.005742048,0.0037303066,-0.0015720262,0.0022383544,0.0019278175,-4.4665567e-06,0.0035610984,0.0033982208,-0.0012429452,-0.0013995331,-0.0045560426,0.0019537015,-0.00018700828,-0.0025708415,-0.0022357958,0.007876315,-0.00097635307,0.0015645253,0.0050095385,0.00422005,0.0039793192,0.0016156299,0.0041701337,0.0013337148,0.0006416493,0.00022221707,0.0064706383,0.004296314,0.0035177288,-0.0030315227,0.00011444296,-0.0009966043
REQ-187,P2,FR,1.7376330353517229,-1.0153926904923225,-1.3937965125280667,-0.8400996077422255,2.1,14,document disease management preventive service perform associate date relevant detail record,-0.0041946527,0.004162795,0.0017019938,0.00040086918,0.0036359103,-0.0044357,0.0024986977,0.005086586,-0.004845775,0.00060744147,-0.00064370397,-0.0062038335,0.0008060766,0.0035070465,0.0004404485,-0.0032797307,0.0030501462,-0.0059017586,-0.0020604068,-0.008664775,0.000333004,0.002203954,0.0035934402,-0.0012351499,0.00088391046,0.0007724563,-0.004430317,-0.003547857,-0.006302826,0.0016299653,0.0055148588,0.00047186308,0.003281217,-0.0019859292,-0.0014292025,0.005884074,-0.0019877385,-0.003858207,-0.004005978,-0.009375855,-0.0016058169,-0.004642702,0.0012982981,0.0030111044,0.0048688264,-0.0026798472,-0.005013813,-0.0030366406,0.000981485,0.0012449968,-0.00029994053,-0.0007680112,0.0011731252,0.0014951878,-0.0048443424,-0.001776328,-0.0010072663,0.0008188808,-0.0032758454,-0.00052753434,0.0022897527,-0.0012455517,-0.00026938558,0.0024621382,-0.0045088674,0.0012914747,0.0019533953,0.0031525225,-0.0040965355,0.0055660293,-0.0031307808,0.0034007735,0.0023045794,-0.0009320309,0.0032687038,0.00090368354,-6.0882812e-05,0.0004119477,-0.002568885,0.0032868283,-0.0019966199,-0.00284627,-0.0027472938,0.0069433795,-0.0035455702,0.00027837048,0.004314064,0.004152524,0.0025371644,0.0009264607,0.0071127247,0.0025220604,0.00065627374,-0.0013072129,0.0072221677,0.004790677,0.002726489,-0.0038958893,0.0001392967,0.0009814402
REQ-188,P2,FR,1.7376330353517229,-1.0153926904923225,-0.5500237755422986,-0.8400996077422255,1.9,39,individualize alert address patient specific clinical situation,0.00046804475,0.0026871674,0.0001936179,0.001364476,0.0007974164,-0.00748179,0.00039819762,0.012113725,-0.007660887,-0.001853628,-0.00015966388,-0.0020248499,-0.001578601,0.0038425296,0.0024466428,-0.0040078973,0.0013657362,-0.0050933734,-0.0017780632,-0.0053953365,0.006271974,0.00040923737,0.007895733,-0.005835079,-0.0009325175,-0.0019278672,-0.0076783868,-0.0019904857,-0.0017455799,0.0031691175,0.002022128,-0.0013199149,0.0025896628,-0.0030462279,0.0004016809,0.003946982,-0.0035253055,-0.0028778685,-0.0021502443,-0.0072131273,-0.00079052564,-0.0042278906,7.339713e-05,-0.00070019386,0.005122352,-0.00089047616,-0.0020740698,-0.001304297,0.005453424,0.0031300124,-0.0004673879,-0.0007455647,-0.0009992803,-2.7562424e-05,-0.0010091744,0.003984454,0.0038010287,-0.0026159654,-0.0020588473,0.0011568753,0.0021050747,0.004856522,0.00052370323,-0.0012669192,-0.0051171496,0.0027649861,0.003377699,0.004214927,-0.0020571293,0.004150196,-0.0009489515,0.0003128359,0.0019239087,-0.002469247,0.0032470499,0.0004185392,0.0032111146,0.0016396635,-0.0025367432,-0.0016688013,-0.0022984615,0.0014724283,-0.0045034057,0.008730686,-0.00043245326,0.0012059484,0.0027366749,0.0076063126,0.0020095527,0.0023837395,0.007808168,-0.0021501859,-0.0010667427,-0.0013125672,0.006966372,0.0039307335,0.0008084391,-0.0052224817,-0.00050461246,-0.0014083545
REQ-189,P2,FR,1.7376330353517229,-1.0153926904923225,-0.5500237755422986,-0.8400996077422255,1.9,39,identify preventive service test counsel due individual patient,-0.0010874713,0.0046356693,-0.00018897135,0.0024574946,0.00026861136,-0.0039654216,0.0023716763,0.0049661836,-0.00024000928,-0.0008579655,0.003758397,-0.0018815063,-0.0016624876,0.002825501,-0.0012451564,0.0016731984,0.002564245,-0.005722416,-0.003453908,-0.005380359,-0.00064833846,0.0025315904,0.0012747638,-0.0036434447,0.001444608,0.0030924315,-0.001226521,-0.002993813,-0.0040023765,0.0014911242,0.004248714,-0.00024162416,0.0026986562,-0.0013809863,-0.0019749072,0.001428629,0.00088023907,-0.0047503766,-0.00028219644,-0.009593136,-0.0014381438,-0.0013819623,-0.0007030927,-0.00078994734,0.0019746427,-0.001394752,-0.0039382703,0.00079786393,0.0021780482,0.0018331027,-0.0012821998,-0.0011350075,-0.0003578763,0.003130383,-0.003644334,0.003230974,0.0018212245,-0.00090013916,-0.005280542,-0.002912737,0.0015479376,0.0005503516,-0.0020716034,0.002330526,0.0014815511,0.0011078313,0.0025062638,0.003324057,-0.0038386676,0.0052509345,-0.0004180994,0.0027122742,0.0018543757,-0.00424374,0.00285557,-0.0008943446,0.00018788106,0.0017816201,-0.0017455077,0.0010007746,-0.0018925498,-0.0019414322,0.00066431786,0.00373509,-0.0037844647,0.0023350238,8.5177366e-05,0.0030665954,0.0049575693,0.0030890014,0.0061800387,-0.00011356108,0.0008323643,0.002862149,0.0052389773,0.0033142897,0.00056727615,-0.0075530326,4.1679246e-05,0.0008891328
REQ-190,P2,FR,1.7376330353517229,0.1658474727804126,-0.5500237755422986,-0.8400996077422255,2.2,9,display reminder disease management preventive wellness service patient record,-0.0038171038,0.0050041117,0.00013639095,0.0002522264,0.00046873267,-0.0055005276,0.00013621202,0.007842022,-0.0054659043,0.0007569884,-0.00095107034,-0.0060233185,-0.00041579816,0.0019634368,-0.0003381957,-0.0038325796,0.002053543,-0.0034523776,-0.0033036955,-0.009210474,0.0008560524,0.0011335999,0.0052057225,-0.0017281616,0.0016263338,0.0014049289,-0.0030770411,-7.061518e-05,-0.010921847,0.0025134804,0.006813226,0.00028032303,0.0023626313,-0.006331904,-0.005432522,0.0036680019,-0.003004183,-0.007110513,-0.002423379,-0.009669114,-0.0034146335,-0.005088979,-0.001214745,0.0019494399,0.0040615574,-0.0031628332,-0.0027022122,-0.0020055561,0.0043313317,0.00210526,0.0004349182,-0.0023779112,-0.00013020542,0.0007740241,-0.006800115,-0.001240739,-0.00023152141,-0.0006806429,-0.006556536,-0.00074733945,0.0023716032,0.0018189164,-0.002074372,0.001620683,-0.0038188042,0.0044282502,0.0043480466,0.0045948406,-0.0066373977,0.0063793403,-0.0015913784,0.004713757,0.003180734,-0.0033945227,0.00415306,0.0039387858,0.0037196476,0.0005243755,-0.0037188765,0.0010682116,-0.0012965525,-0.0028604197,-0.00308614,0.0087060975,-0.005745025,-0.0002500851,0.004340797,0.003431034,0.003671502,0.0025472476,0.005694547,0.0016046776,0.0010490332,-0.0025190476,0.007034002,0.002682491,0.00391324,-0.0041526225,0.00030647026,0.00071218
REQ-191,P2,FR,1.7376330353517229,0.1658474727804126,-1.3937965125280667,0.44584233568776,2.3,6,identify criteria disease management preventive wellness service patient demographic age gender,-0.00271066,0.00037213246,0.0016932833,0.00012359578,0.00093223597,-0.005182082,0.0002575629,0.004674962,-0.003884008,0.0019449688,-0.00044990034,-0.0049105794,-0.0005297437,0.0007827247,-0.0006122101,-0.0017333266,0.0032889599,-0.0039068935,-0.0018794306,-0.007340473,-0.0010391187,0.0013798364,0.0032344041,-0.0017914268,0.00041906608,0.00076734653,-0.0017436587,-0.0027726642,-0.007511368,0.00042126302,0.002683843,-7.411361e-05,0.0051635313,-0.0040165526,-0.003063183,0.003871443,-0.0035536222,-0.0082721105,-0.004681571,-0.008089319,-0.00064214726,-0.0058527337,-0.0010149465,0.0033716448,0.002411776,-0.0011295062,-0.0049049263,0.00048760156,0.002964908,0.0020091822,-0.00044843613,-0.0003871576,0.0017231791,0.0034136786,-0.004638245,0.0014903266,0.00067779067,0.00022348567,-0.004653659,0.00102865,7.5017524e-05,0.0031179711,-0.00281528,-0.0002808177,-0.002488613,0.0023126667,0.0015185117,0.003181141,-0.0052458686,0.003846023,-0.0031014383,0.0034682846,0.002367847,-0.003452575,0.002316446,0.0016947411,0.0017913339,0.00012900512,-0.002984336,0.001304301,-0.0017173935,-0.00034220933,-0.00049684447,0.00433705,-0.0056945146,0.0021847673,0.0043835454,0.0030666413,0.0029720827,0.0016210628,0.004886767,0.0023038948,-0.0009549297,0.0006933561,0.0042782202,0.0037843613,0.00034527897,-0.004266959,0.00076892826,0.0018855645
REQ-192,P2,FR,1.7376330353517229,-1.0153926904923225,1.1375216984292376,-0.8400996077422255,1.5,88,identify criteria disease management preventive wellness service clinical problem diagnosis current medication lab value,-0.0044646296,0.0024534077,0.0014308837,0.00028225215,0.0037374494,-0.007115246,0.0012496822,0.0053965063,-0.0026165582,-0.0034042415,0.0004893052,-0.007039179,0.00055511174,0.0018939789,0.0010675759,-0.0029414059,0.001517414,-0.0053069154,-0.0028152203,-0.0030515802,-0.0012537704,0.0019278508,0.0010293506,-0.00247606,-0.00087954674,0.002309037,-0.0028300285,-0.0007258363,-0.0054251077,0.00015477922,0.00572764,2.4608536e-05,0.0008997486,-0.0028296772,-0.002647336,0.0054710666,-0.0003009561,-0.0058938554,-0.002609462,-0.00950851,-0.00021696603,-0.0038575183,0.0015289519,0.00031537682,0.0024269118,-0.0005786417,-0.0045274645,-0.00026113194,0.004852652,0.0016382664,0.00058071193,-0.0005626897,0.00038111437,0.0012252752,-0.0074019916,0.0019859124,0.0006978589,-0.0010104523,-0.004883518,-0.0010872696,0.0020401261,0.004531377,-0.0017377927,0.0009171339,-0.0038119857,0.0008720678,0.0025552695,0.0036429751,-0.00453386,0.004657508,4.6909787e-05,0.00058254786,0.004364062,9.993246e-05,0.005603341,0.00096893025,-6.979827e-05,0.0010270282,-0.002306169,0.0015838696,-0.0016558308,0.0006129643,-0.002788913,0.0044540665,-0.0041624242,0.0008095239,0.0036534537,0.0047468618,0.0009152315,-0.00073784037,0.0049634096,0.0024961645,0.0018674821,0.001069018,0.0032457872,0.0029063646,0.0023668238,-0.0041250833,0.0018969734,0.0010842255
REQ-193,P2,FR,-0.8484391579862354,1.3470876360531476,0.29374896144346946,1.7317842791177456,1.3,118,modify guideline criteria rule trigger reminder,-0.0002783387,0.0011368373,-0.004163019,-0.0033866912,-0.00052323774,-0.0013330205,0.0012857291,-0.0008645309,-0.001992833,-0.0011871234,0.0025969725,-0.0028187342,-0.0007106391,-0.00038431174,-0.0017969689,-0.0059504355,4.8135716e-05,-0.00246735,0.00078331167,-0.0017741559,0.0030697242,0.0001355266,0.004148475,-0.00079369266,-0.003572012,0.0016814299,0.0007748126,-0.0042149066,-0.0025938011,-0.003292539,0.0029715158,-0.0011399667,0.0004324962,-0.001392271,0.0003448686,-0.0002098242,-0.0041825515,-0.003446265,-0.0014355007,-0.0017449594,-0.0031939212,-0.0060209185,-0.002219897,-0.0014466135,-0.00051615847,-0.00022732397,0.0013619474,-0.0044325707,9.528276e-05,0.0027799543,-0.0035678518,0.0010116207,-0.0022413295,0.00038727178,-0.0013237776,0.0037024335,-0.0005063615,0.0010816347,-0.0051740115,-0.001873922,0.0019562826,0.00023698031,-0.0050310395,-0.00065185194,9.769752e-05,-0.00051723764,0.00055648276,-0.0006393698,-2.1387978e-05,0.007970162,-0.0008020241,0.0010125312,0.004297384,-0.0018376103,0.00056776305,0.002486355,0.0021733297,0.00038403308,-0.0035049904,0.00023864576,-0.0012606321,-0.002449293,-0.0036687467,0.0014560609,3.421994e-05,0.0013493001,0.000572041,0.00493158,0.00092711014,0.002264312,0.0009992631,0.001011708,-0.001789048,0.00045662373,0.0014510517,0.0016713046,0.000236459,0.000903988,-0.0037821599,-0.00092153373
REQ-194,P2,FR,1.7376330353517229,-1.0153926904923225,-1.3937965125280667,-0.8400996077422255,2.1,14,notify provider patient due overdue disease management preventive wellness service,-0.0012089544,0.0032184455,0.0020192761,-0.00053458905,0.0007813082,-0.006963906,0.0020712833,0.0063020466,-0.002831394,-0.0006345004,7.006307e-05,-0.007019542,-0.0006517824,0.0020699531,-0.0014122,-5.586967e-05,0.0011015948,-0.0054377327,-0.0044193813,-0.0063383766,-0.00020612674,0.0051780147,0.003444134,-0.0020977207,0.0018228249,0.0011649264,-0.0028539381,-0.0031293451,-0.008687051,0.0023842165,0.00591908,-0.0016424557,0.0053874217,-0.0030157245,-0.004522561,0.0040058815,-0.0020683114,-0.008396251,-0.0013628373,-0.010860422,-0.0025741006,-0.0012052417,-0.0010968518,0.0005653092,0.004629764,-0.0008989553,-0.0023408893,-0.0014448343,0.0038398418,0.00029944314,-0.00076844014,-0.0016335488,0.000583773,0.004414016,-0.0048327106,0.0015131526,0.0008290786,0.00082220667,-0.0024479714,-0.00074232416,0.0035091806,0.0012331903,-0.003563761,0.0028557351,-0.0024279885,0.0013968478,0.001483744,0.0007077494,-0.0047337967,0.003080348,-0.0030341225,0.0034811613,0.003418868,-0.0041893553,0.0035410684,0.0007722179,0.0010663575,-0.0020561535,-0.004545769,0.0010254899,-0.0011699181,0.00037092608,0.00049302785,0.0070213266,-0.0053533786,0.0023806104,0.004588621,0.003034534,0.0011474325,0.0019116281,0.006158061,0.0003504303,0.0013456941,-0.00022933951,0.008032432,0.00340534,0.002214145,-0.005174245,0.000850711,-0.00018586346
